No.,English Text,Arabic Text
27,"Dear customer
Your ATM card has been submitted. Because you do not have yet to update. If you want your ATM card to work properly, contact this link.","عزيز العميل
تم حضر بطاقة الصراف الالي الخاصة بك. لانك لم يكن لديك حتى الان التحديث. اذا كنت تريد عمل بطاقة الصراف الالي الخاصة بك بشكل صحي تواصل مع هذا الرابط "
28,"My friend, before I approached you about this deal, I did all the necessary things that will make this deal a success and I want you to stop bothering yourself about this deal because we are going to make it work.
All I want from you is to follow my instructions and directives so that we can achieve success in this deal without any obstacles and make sure that this deal is kept confidential between the two parties here.","صديقي، قبل ان اتواصل معك بشأن هذه الصفقة، قمت بكل الاشياء الضرورية التي ستجعل هذه الصفقة ناجحة وأريد منك أن تتوقف عن أزعاج نفسك تجاه هذه الصفقة لاننا سنحقق النجاح فيها.
كل ما اريده منك هو اتباع تعليماتي وتوجيهاتي حتى نتمكن من تحقيق النجاح في هذه الصفقة دون اي عوائق والتأكد من الحفاظ على سرية هذه الصفقة بين الطرفين هنا."
29,"Dear Sir, 

Your TDS payment was debited. 70,000 rs has been debited Account. Your GST Payment Challan is attached in the link below.
  
https://www.incometaxindia. gov.in/PaymentChallan =

Please download and save a copy of your Payment Challan below.","سيدي العزيز،

تم خصم مدفوعات TDS الخاصة بك. تم خصم 70000 روبية من الحساب. مرفق Challan الخاص بدفع ضريبة السلع والخدمات (GST Payment Challan) في الرابط أدناه.
  
https: //www.incometaxindia. gov.in/PaymentChallan =

يرجى تنزيل وحفظ نسخة من الدفع الخاص بك Challan أدناه."
30,"Dear customer
Your ATM card has been blocked because you do not have the update yet. If you want your ATM card to work properly, call this number at
0566215449","عزيزي العميل 
لقد تم حظر بطاقة الصراف الالي الخاصة بك لانك لم يكن لديك حتى الان التحديث. اذا كنت تريد عمل بطاقة الصراف الالي الخاصة بك بشكل صحيح، فاتصل بهذا الرقم على 
0566215449
"
31,"Dear customer, your bank account has been suspended for not updating for a period of time. Please contact us",عزيزي العميل لقد تم ايقاف حسابك البنكي لعدم التحديث لفترة موقتا يرجى الاتصال بنا
32,"Please download the invoice and make sure you agree to the charges
For more protection the key is: 123456789 to open the pdf file
Problems with this deal?
You have 180 days from the date of the transaction to open a dispute in the Resolution Center.

Questions? Go to the Help Center
   www.paypal.com/help.

Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, sign in to your PayPal account and click Help in the upper right corner of any PayPal page or please call us at 1-888-221-1161.
You can receive plain text email messages instead of HTML email messages. To change your notification preferences, log into your account, go to your profile, and click on My settings.","يرجى تنزيل الفاتورة والتأكد من موافقتك على الرسوم
لمزيد من الحماية المفتاح هو: 123456789 لفتح ملف pdf
مشاكل مع هذه الصفقة؟
لديك 180 يومًا من تاريخ المعاملة لفتح نزاع في مركز التسوية.

أسئلة؟ انتقل إلى مركز المساعدة في
  www.paypal.com/help.

رجاءا لا ترد على هذا الأيميل. لا يتم مراقبة صندوق البريد هذا ولن تتلقى ردًا. للحصول على المساعدة ، قم بتسجيل الدخول إلى حساب PayPal الخاص بك وانقر فوق ""تعليمات"" في الزاوية اليمنى العليا من أي صفحة على PayPal أو يرجى الاتصال بنا على الرقم 1-888-221-1161.
يمكنك تلقي رسائل البريد الإلكتروني ذات النص العادي بدلاً من رسائل البريد الإلكتروني بتنسيق HTML. لتغيير تفضيلات التنبيهات الخاصة بك ، قم بتسجيل الدخول إلى حسابك ، وانتقل إلى ملف التعريف الخاص بك ، وانقر فوق إعداداتي."
33,"It is best to communicate the details of the proposal via e-mail. So I would appreciate and ask for your understanding towards contacting me through my email address
Send me your email address to enable me to email you full details of the proposal for your perusal and understanding.","من الافضل توصيل تفاصيل الاقتراح عبر البريد الالكتروني. لذلك سأقدر وأطلب تفهمك تجاه الاتصال بي من خلال عنوان بريدي الالكتروني 
أرسل لي عنوان بريدك الالكتروني لتمكينني من تزويدك بالتفاصيل الكاملة للاقتراح عبر البريد الالكتروني لاطلاعك وفهمك. 
"
34,"dear customer,
We hope you enjoyed your day We have noticed an inconsistency in your Huntington account and to further protect you we have closed your account and restricted all access and activity on that account.
To lift this restriction we need to check and match some of your personal data with what we have in our database please follow the link below to start this process.
It will only take you three minutes to complete this process.
Investment, insurance and credit products: not a deposit? Not FDIC locked? Not guaranteed by the bank? Not insured by any federal government agency? You may lose value.
The Huntington National Bank is a home equity lender and member of the Federal Insurance Corporation. Huntington's logo, Huntington's, Huntington's logo. and Huntington Heads Up are federally registered service marks of Huntington Bancshares Incorporated.","عزيزي الزبون،
نأمل أن تكون مستمتعًا بيومك ، فقد لاحظنا عدم اتساق في حسابك في هنتنغتون ، ولزيادة حمايتك ، أغلقنا حسابك وقمنا بتقييد جميع عمليات الوصول والأنشطة على هذا الحساب.
لرفع هذا التقييد ، نحتاج إلى التحقق من بعض بياناتك الشخصية ومطابقتها مع ما لدينا في قاعدة البيانات الخاصة بنا ، يرجى اتباع الرابط أدناه لبدء هذه العملية.
سيستغرق الأمر ثلاث دقائق فقط لإكمال هذه العملية.
منتجات الاستثمار والتأمين والائتمان: ليست وديعة؟ غير مؤمن FDIC؟ غير مضمون من قبل البنك؟ غير مؤمن من قبل أي وكالة حكومية فدرالية؟ قد تفقد القيمة.
بنك هنتنغتون الوطني هو جهة إقراض مساكن متساوية وعضو في مؤسسة التأمين الفيدرالية. شعار هنتنغتون ، هنتنغتون ، شعار هنتنغتون. و Huntington Heads Up هي علامات خدمة مسجلة فيدراليًا لشركة Huntington Bancshares Incorporated."
35,"You have exceeded the storage capacity of your mailbox and therefore you need to re-validate immediately.

You may not receive/send emails until your mailbox has been re-validated,
Revalidation increases your mailbox's storage capacity and is quick and easy.


Please click <http://purifytoka.co.nf/?tapia=themass&email=> to update to
Re-verify your mailbox.

Best regards,
Web Administrator's Office","لقد تجاوزت سعة التخزين لصندوق البريد الخاص بك ، وبالتالي يتعين عليك إعادة التحقق من الصحة على الفور.

لا يجوز لك استلام / إرسال رسائل بريد إلكتروني حتى يتم إعادة التحقق من صحة صندوق البريد الخاص بك ،
تعمل إعادة التحقق من الصحة على زيادة سعة تخزين صندوق البريد الخاص بك وهي سريعة وسهلة.


الرجاء النقر فوق <http://purifytoka.co.nf/؟tapia=themass&email=> تحديث إلى
أعد التحقق من صحة صندوق البريد الخاص بك.

مع أطيب التحيات،
مكتب مدير الويب"
36,"You have pending emails left on the server. These emails have not been  properly synced with your mailbox. To retrieve your pending emails, click  below                                                                        
 Download Pending Emails

 However, if you do not retrieve your pending emails now, they may be lost forever and all your email data will  be lost permanently.   ","لديك رسائل بريد إلكتروني معلقة تركت على الخادم. لم تتم مزامنة رسائل البريد الإلكتروني هذه بشكل صحيح مع صندوق البريد الخاص بك. لاسترداد رسائل البريد الإلكتروني المعلقة الخاصة بك ، انقر أدناه
   تنزيل رسائل البريد الإلكتروني المعلقة

   ومع ذلك ، إذا لم تسترد رسائل البريد الإلكتروني المعلقة الآن ، فقد تضيع إلى الأبد وستفقد جميع بيانات بريدك الإلكتروني بشكل دائم."
37,"Dear Ammar Al-Qadi
Thank you for accepting my friend request. I have a job offer for you here in Vigan Philippines that you can take advantage of. It is about your name Judge Am Jose Veloso working with National Bank of the Philippines Limited. In my capacity as Director of Audit I make this suggestion to you in connection with the death of Mr. Gentian the Judge, for whose account I was in charge. He died in a car accident here in the Philippines a citizen of your country who was my customer to death leaving a sum of twelve million five hundred thousand dollars here in the bank. After failed attempts to renew the location of their relations, I decided to contact you, and find out how best we can help each other to return that money. Please contact me through my following email address.

Send me your email address","عزيزي عمار القاضي
شكرا لقبولك طلب صداقتي. لدي عرض عمل لك هنا في فيغان الفلبين يمكنك الاستفادة منه. هو عن اسمك القاضي ام خوسيه فيلوسو تعمل مع البنك الوطني الفلبيني المحدود. بصفتي مدير التدقيق فأنني اقدم لكم هذا الاقتراح فيما يتعلق بوفاة السيد جنتيان القاضي، الذي كنت مسؤول عن حسابه. لقد مات في حادث سيارة هنا في الفلبين وهو مواطن من بلدك كان عميلي حتى الموت تاركا مبلغ قدره اثنا عشر مليونا وخمسمائة الف دولار هنا في البنك. بعد محاولات فاشلة لتجديد مكان علاقاتهم، قررت الاتصال بك، ومعرفة افضل السبل التي يمكننا من خالالها مساعدة بعضنا البعض لاعادة تلك الاموال. يرجى الاتصال بي من خلال عنوان بريدي الالكتروني التالي.

ارسل لي عنوان بريدك الالكتروني"
38,"Dear user,
We informed you that your account will be closed on 09/27/2019 because you have been ignoring all the update messages we sent you.

If you would like to continue using Update your account now to continue using our Service.

   Click here to update


Notice: Ignoring this message will result in your account being terminated without your permission.

sincerely,
security team","عزيزي المستخدم،
أبلغناك أنه سيتم إغلاق حسابك في 27/09/2019 لأنك كنت تتجاهل جميع رسائل التحديث التي أرسلناها إليك.

إذا كنت ترغب في الاستمرار في استخدام تحديث حسابك الآن لمواصلة استخدام خدمتنا.

  انقر هنا للتحديث


إشعار: سيؤدي تجاهل هذه الرسالة إلى إنهاء حسابك دون إذنك.

بإخلاص،
فريق الأمن"
39,"Your full names
postal address
Your phone/fax number
gender/occupation
Marital status
A copy of your valid ID

As soon as I receive the information mentioned above and conclude my internal arrangements, I will put your name in our bank database and will quickly inform you of the next step. I will draft a letter of request to send to our bank informing them of the death of Mr. Al-Gentian and requesting that his bank account be disclosed and that you are one of his relatives.
I hope you understand me? Please remember to treat this transaction with the utmost confidentiality for our own good and I await your prompt response.
Here are my details
Full names: Jose Veloso
Profession: Banker
Vigan Philippines
Age 55 years","الاسماء الكاملة الخاصة بك
عنوان البريدي
رقم هاتفك / الفاكس
الجنس / الوظيفة
الحالة الاجتماعية
نسخة من بطاقة الهوية الخاصة بك سارية المفعول

بمجرد أن اتلقى المعلومات المذكوره أعلاه وأختتم بترتيباتي الداخلية سأضع اسمك في قاعدة بيانات البنك لدينا وسأبلغك سريعا بالخطوة التالية وسأقوم بصياغة خطاب طلب لارساله الى مصرفنا لابلاغهم وفاة السيد الجنطيان والمطالبة بكشف حسابه البنكي وانك من أقربائه.
أتمنى ان تفهمني؟ من فضلك تذكر التعامل مع هذه المعاملة بمنتهى السرية من أجل مصلحتنا وانا في انتظار ردكم العاجل.
هنا التفاصيل الخاصة بي
الاسماء الكاملة: جوزيه فيلوسو
المهنة: بنكر
فيجان الفلبين
العمر 55 سنة"
40,"You have been disconnected from sending and receiving emails.
                                                                    
                                                                 
We encourage you to reconfirm if your account is still active; to open it officially in our default settings.","لقد تم قطع اتصالك من إرسال واستقبال رسائل البريد الإلكتروني.
                                                                    
                                                                 
نحثك على إعادة التأكيد إذا كان حسابك لا يزال نشطًا ؛ لفتحه رسميًا في إعداداتنا الافتراضية."
41,"Hello Abdul Majeed Al-Bakri
I use a translator so we can communicate better.
I've been looking for someone with this last name ""Alain Bakri"" so when I saw your Facebook profile I decided to add you and write you this message to find out how best we can help each other. I am Mr
Cheong Wee
Bank employee here in bangkok thailand i have
United Overseas Bank (UOB)
I think God's desire is for me to meet you now. I am having an important business discussion that I would like to share with you which I believe will interest you as it relates to your family name/nationality and you will benefit from it.","مرحبا عبدالمجيد البكري
انا استخدم مترجما حتى نتواصل بشكل أفضل.
لقد كنت ابحث عن شخص يحمل هذا الاسم الاخير ""الين البكري"" لذلك عندما رأيت ملفك الشخصي على الفيسبوك قررت اضافتك واكتب لك هذه الرسالة لمعرفة افضل السبل التي يمكننا من خلالها مساعدة بعضنا البعض. أنا السيد 
Cheong Wee
موظف بنك هنا في بانكوك بتايلاند لدى
United Oversea Bank (UOB)
أعتقد ان رغبة الله لي أن التقي بك الان. أجري مناقشة عمل مهمة أرغب في مشاركتها معك والتي أعتقد انها ستثير اهتمامك لانها تتعلق باسم عائلتك / جنسيتك وستستفيد منها."
42,"Dear  E- mail  User,

Please note we have temporary blocked your account from receiving e-mails, because we detected fraudulent and spam activities from your Outlook mail account to some blacklisted email address, So for your own safety verify your account. If a verification respond is not gotten from you in the next 24 hours, we are sorry we will be forced to permanently disable and delete your account from Microsoft Outlook Account.

To verify your Outlook  account, Click Here<http://outlookaccessmaill.weebl=y.com/>

We regret Any inconvenience.

Thanks.","عزيزي مستخدم البريد الإلكتروني ،

يرجى ملاحظة أننا حظرنا حسابك مؤقتًا من تلقي رسائل البريد الإلكتروني ، لأننا اكتشفنا أنشطة احتيالية وبريد عشوائي من حساب بريد Outlook الخاص بك إلى بعض عناوين البريد الإلكتروني المدرجة في القائمة السوداء ، لذا تحقق من حسابك من أجل سلامتك. إذا لم يتم الحصول على رد تحقق منك خلال الـ 24 ساعة القادمة ، فنحن نأسف لأننا سنضطر إلى تعطيل وحذف حسابك بشكل دائم من حساب Microsoft Outlook.

للتحقق من حساب Outlook الخاص بك ، انقر هنا <http: //outlookaccessmaill.weebl=y.com/>

نأسف لأي إزعاج.

شكرًا."
43,"Dear customer,

We sent you an email a while ago asking for help with an issue with your account. Your account is still temporarily restricted as we haven't heard from you. But you can help us get your account back to normal quickly.

What is the problem?
We noticed some unusual activity on the credit card associated with your account = Case ID Number: PP-004-122-605-413

what should I do now?

1. Please download the attached form
2. Enter your information.
3. Finally your account will be verified.

If you choose to ignore our request, you will leave us no choice but to temporarily suspend your account.

sincerely,","عزيزي الزبون،

لقد أرسلنا إليك بريدًا إلكترونيًا منذ فترة قصيرة لطلب المساعدة في حل مشكلة بحسابك. لا يزال حسابك مقيدًا مؤقتًا لأننا لم نسمع منك. ولكن يمكنك مساعدتنا في إعادة حسابك إلى طبيعته بسرعة.

ما هي المشكلة؟
لاحظنا بعض النشاط غير المعتاد على بطاقة الائتمان المرتبطة بحسابك = رقم معرف الحالة: PP-004-122-605-413

ماذا يجب ان افعل الان؟

1. الرجاء تنزيل النموذج المرفق
2. أدخل المعلومات الخاصة بك.
3. أخيرًا سيتم التحقق من حسابك.

إذا اخترت تجاهل طلبنا ، فلن تترك لنا أي خيار سوى تعليق حسابك مؤقتًا.

بإخلاص،"
44,"Welcome,
   Your package has arrived, click the link to track the status and pick up your package with your tracking number below

track your package

Tracking number = 5464733839842

   Warm greetings,
   Mr. Mark Williams, Director of Shipping","مرحبًا،
  وصلت الحزمة الخاصة بك ، انقر فوق الرابط لتتبع الحالة والتقاط الحزمة الخاصة بك برقم التتبع الخاص بك أدناه

تتبع حزمة الخاص بك

رقم التتبع = 5464733839842

  تحياتي الحارة،
  السيد مارك ويليامز مدير قسم الشحن"
45,"It is clear to me that you may be afraid of this suggestion, but I want to tell you that I have made a good arrangement with the supplier company on how to successfully deliver the boots to your home address in your country without any trace.
I promise you once again that there will be no form of risk in the process of handing over the box, and I have decided to compensate you with 30% of the total money for your assistance after you receive the box. While the balance of the remainder shall be my investment capital in your country and you shall undertake to keep the fund until I reach your country, I hope that this transaction will be kept confidential to you and only you, tell me immediately if you are fully prepared to assist me regarding this proposal so that I may give you more details about How to deliver the package to your home address through the delivery company","من الواضح لي أنك قد تكون خائفا من هذا الاقتراح، لكنني اريد ان اخبرك بأنني قمت بترتيب جيد مع الشركة المورده حول كيفية توصيل الجزمة الى عنوان منزلك في بلدك بنجاح دون اي اثر.
اعدك مرة اخرى انه لن يكون هناك اي شكل من شاكال المخاطرة في عملية تسليم الصندوق، وقد قررت ان اعوضك ب 30% من اجمالي الاموال مقابل مساعدتك بعد استلامك للصندوق. بينما يجب ان يكون رصيد الباقي هو رأسمالي الاستثماري في بلدك وعليك ان تتعهد بالاحتفاظ بالصندوق حتى اصل الى بلدك، اتمنى ان تبقى هذه الصفقة سرية على نفسك وحدك، اخبرني على الفور اذا كنت جاهزا تماما لمساعدتي فيما يتعلق بهذا الاقتراح حتى اقدم لك المزيد من التفاصيل حول كيفية توصيل الحزمة الى عنوان منزلك من خلال شركة التوصيل
"
46,"Hi dear, Thank you for accepting my friend request, I feel very happy here as my friend. My name is Dr. Debra Scott. I am from the United States, I am an American military doctor/ I am currently in Sana'a Yemen to fight terrorism and maintain peace, I am 33 years old and I am single.

Can you tell me about yourself?
what thickness?
where are you from
Are you single or married?
How old are you?
where do you work?","مرحبا عزيزي، شكرا لقبولك طلب الصداقة، اشعر بالسعادة هنا كصديق لي. اسمي الدكتوره ديبرا سكوت. انا من الولايات المتحدة، انا طبيب عسكري امريكي/ حاليا انا في صنعاء اليمن لمحاربة الارهاب والحفاظ على السلام، عمري 33 عاما وانا اعزب.

هل تستطيع ان تخدثني عن نفسك؟
ما سمك؟
من اي انت؟
ها انت اعزب او متزوج؟
كم عمرك؟
اين تعمل؟
"
47,"esteemed customer,

   We have updated our database and Online Access Agreement which will take effect on Monday, January 30, 2017 For all of our customers, we have restricted your online activities due to changes in our new policy. SunTrust understands that protecting financial information is important to you, especially in today's online environment. With the SunTrust Privacy Policy, you can rest assured
   We use the information responsibly to provide you with the services you request, and to make dealing with SunTrust easier and more convenient. To remove restrictions, update your account information to upgrade the account today.


   Click here to update your account details


   Failure to compete for the Update prior to Monday, January 30, 2017 may result in the permanent suspension of the Online Service.

   Thank you for being our client.

    SunTrust Bank is an equal housing lender. Member of the Federal Insurance Corporation.","العميل المحترم ،

  لقد قمنا بتحديث قاعدة البيانات الخاصة بنا واتفاقية الوصول عبر الإنترنت التي ستدخل حيز التنفيذ يوم الاثنين ، 30 يناير ، 2017 لجميع عملائنا ، قمنا بتقييد أنشطتك عبر الإنترنت بسبب التغييرات في سياستنا الجديدة. تدرك SunTrust أن حماية المعلومات المالية مهمة بالنسبة لك ، خاصة في بيئة الإنترنت الحالية. مع سياسة خصوصية SunTrust ، يمكنك أن تطمئن 
  أننا نستخدم المعلومات بشكل مسؤول لتزويدك بالخدمات التي تطلبها ، ولجعل التعامل مع شركة SunTrust أسهل وأكثر ملاءمة. لإزالة القيود ، قم بتحديث معلومات حسابك لترقية الحساب اليوم. 


  انقر هنا لتحديث تفاصيل حسابك


  قد يؤدي عدم التنافس على التحديث قبل يوم الإثنين 30 يناير 2017 إلى التعليق الدائم للخدمة عبر الإنترنت. 

  شكرا لكونك عميلنا.

   بنك SunTrust هو جهة إقراض إسكان متساوية. عضو مؤسسة التأمين الفدرالية."
48,"Dear Usaa Member, This email is to notify you that there is a pending electronic payment transfer on your USAA account. Click here to agree Payment Reason for this action is to verify the incoming payment between sender and recipient. The pending payment will be credited to your account within 24/48 hours after your approval. USAA values your business and is committed to keeping your accounts and personal information secure. To find out how we protect the security center. Thank you,
United States of America","عزيزي عضو Usaa ، هذا البريد الإلكتروني لإعلامك بوجود تحويل للدفع الإلكتروني معلق في حساب USAA الخاص بك. انقر هنا للموافقة على سبب الدفع لهذا الإجراء هو التحقق من الدفعة الواردة بين المرسل والمستلم. ستتم إضافة الدفعة المعلقة إلى حسابك في غضون 24/48 ساعة بعد موافقتك. تقدر USAA عملك وتلتزم بالحفاظ على أمان حساباتك ومعلوماتك الشخصية. لمعرفة كيف نحمي مركز الأمان. شكرًا لك،
الولايات المتحدة الأمريكية"
49,"Barclay Bank Plc London has accepted your payment, please see attached reference letter for further details.

Best regards

Jess Staley
Group CEO","وافق Barclay Bank Plc London على الدفع الخاص بك ، يرجى الاطلاع على الرسالة المرجعية المرفقة لمزيد من التفاصيل.

مع أطيب التحيات

جيس ستالي
الرئيس التنفيذي للمجموعة"
50,"Check and upgrade email


   Due to the high rate of inactive emails, we perform general email checks on inactive emails and your email is among the list of inactive emails.

Quick Email Verification and Upgrade is required to confirm that your email is not idle.

   Note: Email verification and upgrade are completely free and easy.

   Check and upgrade

   After verification, additional security features will be activated in your email settings and your account will be safe to use again.","التحقق من البريد الإلكتروني وترقيته


  نظرًا لارتفاع معدل رسائل البريد الإلكتروني الخاملة ، فإننا نجري فحوصات عامة للبريد الإلكتروني على رسائل البريد الإلكتروني الخاملة ويكون بريدك الإلكتروني من بين قائمة رسائل البريد الإلكتروني الخاملة.

مطلوب التحقق السريع من البريد الإلكتروني والترقية للتأكيد على أن بريدك الإلكتروني ليس خاملاً.

  ملاحظة: التحقق من البريد الإلكتروني والترقية مجاني وسهل تمامًا.

  تحقق وقم بالترقية

  بعد التحقق ، سيتم تنشيط ميزات أمان إضافية في إعدادات بريدك الإلكتروني وسيكون حسابك آمنًا للاستخدام مرة أخرى."
51,"Welcome,
   Your account will be blocked due to a system error code: A2507LU296.

     1969 MB 2000 MB

Please refer to your configuration settings below, check and apply default settings automatically.

http://config.mail.settings/4783? id=3Djose@monkey.org NOTICE: Failure to verify your email account will result in account closure. Thanks,
Count the service","مرحبًا،
  سيتم حظر حسابك بسبب خطأ في النظام كود: A2507LU296.

    1969 ميجابايت 2000 ميجابايت

يرجى الرجوع إلى إعدادات التكوين الخاصة بك أدناه ، والتحقق من الإعدادات الافتراضية وتطبيقها تلقائيًا.

http: //config.mail.settings/4783؟ id=3Djose@monkey.org إشعار: سيؤدي عدم التحقق من حساب البريد الإلكتروني الخاص بك إلى إغلاق الحساب. شكرًا،
عد الخدمة"
52,"Ribbon

Hey, here's a quick note on your Stripe account.
As it currently is, your account has a negative balance of $119.08. We'd love to find a way to make your account balance positive and would appreciate it if you'd get back to us so we can explore your options for doing so.
Click here to login and verify your account

Note: If you find this message in your JAM or SPAM folder, it is due to your network provider. Make sure to mark it as not spam or not junk to enable your link for verification.

Thanks again for using Stripe, and we look forward to hearing from you! better ,
Adelson A. tape team","شريط

مرحبًا ، هذه ملاحظة سريعة على حساب Stripe الخاص بك.
كما هو الحال حاليًا ، يحتوي حسابك على رصيد سلبي قدره 119.08 دولارًا أمريكيًا. نود أن نجد طريقة لجعل رصيد حسابك إيجابيًا وسنكون ممتنين إذا عدت إلينا حتى نتمكن من استكشاف الخيارات المتاحة أمامك للقيام بذلك.
انقر هنا لتسجيل الدخول والتحقق من حسابك

ملاحظة: إذا وجدت هذه الرسالة في مجلد البريد العشوائي أو الرسائل الاقتحامية (SPAM) فهذا نتيجة لمزود الشبكة الخاص بك. تأكد من تحديده على أنه ليس بريدًا عشوائيًا أو ليس غير هام لتمكين الرابط الخاص بك للتحقق.

شكرًا مرة أخرى على استخدام Stripe ، ونتطلع إلى الاستماع منك! أفضل ،
أديلسون أ. فريق الشريط"
53,"Attention!

Check your money balance on http://keistad-autotechniek.nl/wp-cron/user/1.htm

Money System Support","انتباه!

تحقق من رصيد أموالك على http://keistad-autotechniek.nl/wp-cron/user/1.htm

دعم نظام المال"
54,"Dear customer,
Hello dear,

Please kindly find attached revised Shipping Documents/Invoice/Packing List and copy of BL draft. Please confirm whether your address is correct accordingly before we send it to our sale office to send to your destination. NOTICE!: The next shipping schedule will start on June 30, 2016.

   Please provide the following details.

Recipient's name: =
Consignee address: =
Recipient's phone number: =
Party notification: =
Party address notification: =
Notification phone number: =
Discharge port: =

Final destination to be mentioned on the waybill (if required):

   B/L No.: NRB600039500
BK No.: HJC/NBO/046
Contact: HJCU 4967429
Seal: HD758197
Vessel: CSCL BRISBANE ETA 8.5.2016

   Warm greetings,
   Maersk Line.
   2016 - Maersk International GmbH. All rights reserved. Maersk Line Company","عزيزي الزبون،
     مرحباً عزيزي،

يرجى التفضل بالعثور على مستندات الشحن / الفاتورة / قائمة التعبئة المنقحة المرفقة ونسخة من مسودة BL. يرجى تأكيد ما إذا كان عنوانك صحيحًا وفقًا لذلك قبل أن نرسله إلى مكتب البيع الخاص بنا لإرساله إلى وجهتك. إشعار !: سيبدأ جدول الشحن القادم في 30 يونيو 2016.

  يرجى تقديم التفاصيل التالية.

اسم المرسل إليه: =
عنوان المرسل إليه: =
رقم هاتف المرسل إليه: =
إخطار الطرف: =
إخطار عنوان الطرف: =
إخطار رقم الهاتف: =
ميناء التفريغ: =

الوجهة النهائية التي يجب ذكرها في بوليصة الشحن (إذا لزم الأمر):

  رقم B / L: NRB600039500
رقم BK: HJC / NBO / 046
الاتصال: HJCU 4967429
الختم: HD758197
السفينة: CSCL BRISBANE ETA 8.5.2016

  تحياتي الحارة،
  خط ميرسك.
  2016 - Maersk International GmbH. كل الحقوق محفوظة. شركة ميرسك لاين "
55,"Dear Sir, 

Your account information needs to be updated within 48 hours, If this is not done we shall suspend your account. Kindly Click HERE  to get your mail updated.

 Regards,","سيدي العزيز،

يجب تحديث معلومات حسابك في غضون 48 ساعة ، إذا لم يتم ذلك ، فسنقوم بتعليق حسابك. يرجى النقر هنا لتحديث بريدك.

  يعتبر،"
56,"Your Outlook Mailbox password will expire soon. You must send your username and password to our helpdesk email at
staff_outlookmnt@mail2webmaster.com for immediate verification. You may not be able to send or receive emails if you fail to do so. This message is from technical support.","ستنتهي صلاحية كلمة مرور Outlook Mailbox قريبًا. يتعين عليك إرسال اسم المستخدم وكلمة المرور الخاصة بك إلى البريد الإلكتروني لمكتب المساعدة الخاص بفريق العمل لدينا على
staff_outlookmnt@mail2webmaster.com للتحقق الفوري. قد لا تتمكن من إرسال أو استقبال رسائل البريد الإلكتروني إذا فشلت في القيام بذلك. هذه الرسالة من الدعم الفني."
57,"ICT Technical Support <http://owaoutlook.co.nf/confirm.php>
   We are migrating all email accounts to Outlook Web App 2016 and as such all active account holders need to validate their accounts and sign in for the upgrade and migration to take effect now. This is done to improve security and efficiency due to recently received spam emails. Note: Failing to do so within the next 24 hours of receiving such notice, we will immediately deactivate your Outlook Web App account from our database and you cannot hold us responsible since you are not complying with our request.

Click ICT Technical Support <http://web-mailportal2017.my-free.website/> to migrate and block more spam messages.

It is considered,","الدعم الفني لتكنولوجيا المعلومات والاتصالات <http://owaoutlook.co.nf/confirm.php>
  نقوم بترحيل جميع حسابات البريد الإلكتروني إلى Outlook Web App 2016 وعلى هذا النحو يتعين على جميع أصحاب الحسابات النشطين التحقق من صحة حساباتهم وتسجيل الدخول حتى تصبح الترقية والترحيل سارية المفعول الآن. يتم ذلك لتحسين الأمان والكفاءة بسبب رسائل البريد الإلكتروني العشوائية التي تم تلقيها مؤخرًا. ملاحظة: الفشل في القيام بذلك خلال الـ 24 ساعة القادمة من تلقي هذا الإشعار ، سنقوم على الفور بإلغاء تنشيط حساب Outlook Web App الخاص بك من قاعدة بياناتنا ولا يمكنك تحميلنا المسؤولية منذ ذلك الحين أنت لا تلتزم بطلبنا.

انقر فوق ""الدعم الفني لتكنولوجيا المعلومات والاتصالات"" <http://web-mailportal2017.my-free.website/> لترحيل المزيد من رسائل البريد العشوائي وحظرها.

يعتبر،"
58,"This email is to notify you that your organization e-bill is available for viewing online:-
Click Below To View Details-
<<link>>","هذا البريد الإلكتروني لإعلامك بأن الفاتورة الإلكترونية لمؤسستك متاحة للعرض على الإنترنت: -
انقر أدناه لعرض التفاصيل-
<رابط>>"
